{'STAT2HEADER': 'STAT2HEADER', 'STAT2HEADER_ENVIRON': "environ({'SHELL': '/bin/tcsh', 'GROUP': 'sali', 'MACHTYPE': 'x86_64', 'HOSTNAME': 'flute.ucsf.edu', 'WISECONFIGDIR': '/usr/share/wise2/', 'MANPATH_modshare': ':1', 'PWD': '/home/saltzberg//projects/imp_tutorial_sampcon/imp_analysis_tutorial/rnapolii/modeling', 'LOGNAME': 'saltzberg', 'XDG_SESSION_TYPE': 'tty', 'QTLIB': '/usr/lib64/qt-3.3/lib', 'MODULESHOME': '/usr/share/Modules', 'MANPATH': '', 'IMOD_CALIB_DIR': '/usr/local/ImodCalib', 'HOME': '/home/saltzberg/', 'LANG': 'en_US.UTF-8', 'HEX_VERSION': '6d', 'LD_LIBRARY_PATH_modshare': '/usr/local/IMOD/lib:1', 'LS_COLORS': 'ex=32;1:bd=33;1:di=34;1:ln=36;1:*.tar=31;1:*.gz=31;1:*.bz=31;1:*.bz2=31;1:*.rpm=35;1:*.tif=33;1:*.tiff=33;1', 'IMOD_DIR': '/usr/local/IMOD', 'OSTYPE': 'linux', 'IMOD_JAVADIR': '/usr/local/java', 'IMOD_PLUGIN_DIR': '/usr/local/IMOD/lib/imodplug', 'SSH_CONNECTION': '64.72.110.19 49503 169.230.90.42 22', 'QTINC': '/usr/lib64/qt-3.3/include', 'FOR_DISABLE_STACK_TRACE': '1', 'PATH_modshare': '/usr/sbin:1:/usr/bin:1:/usr/lib64/qt-3.3/bin:1:/usr/local/sbin:1:/usr/share/Modules/bin:1:/usr/local/IMOD/bin:1:/usr/lib64/ccache:1:/usr/local/bin:1', 'MODULEPATH_modshare': '/salilab/diva1/home/modules-py27:1:/usr/share/Modules/modulefiles:1:/etc/modulefiles:1:/usr/share/modulefiles:1', 'XDG_SESSION_CLASS': 'user', 'SELINUX_ROLE_REQUESTED': '', 'TERM': 'xterm-256color', 'HOST': 'flute.ucsf.edu', 'IMOD_QTLIBDIR': '/usr/local/IMOD/qtlib', 'LESSOPEN': '||/usr/bin/lesspipe.sh %s', 'USER': 'saltzberg', 'SELINUX_USE_CURRENT_RANGE': '', 'SHLVL': '1', 'XDG_SESSION_ID': '6', 'R3D_LIB': '/usr/share/Raster3D/materials', 'LD_LIBRARY_PATH': '/usr/local/IMOD/lib', 'XDG_RUNTIME_DIR': '/run/user/11101', 'QTDIR': '/usr/lib64/qt-3.3', 'SSH_CLIENT': '64.72.110.19 49503 22', 'HEX_ROOT': '/usr/lib/hexdock-6.3', 'VENDOR': 'unknown', 'PATH': '/usr/lib64/qt-3.3/bin:/usr/share/Modules/bin:/usr/local/IMOD/bin:/usr/lib64/ccache:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin', 'SELINUX_LEVEL_REQUESTED': '', 'MODULEPATH': '/etc/scl/modulefiles:/salilab/diva1/home/modules-py27:/usr/share/Modules/modulefiles:/etc/modulefiles:/usr/share/modulefiles', 'DBUS_SESSION_BUS_ADDRESS': 'unix:path=/run/user/11101/bus', 'MAIL': '/var/spool/mail/saltzberg', 'SSH_TTY': '/dev/pts/0', 'HOSTTYPE': 'x86_64-linux', 'REMOTEHOST': '64.72.110.19', 'MODULES_USE_COMPAT_VERSION': '0', 'MODULES_CMD': '/usr/share/Modules/libexec/modulecmd.tcl', '_': '/home/saltzberg/swr/anaconda3/bin/python', 'KMP_DUPLICATE_LIB_OK': 'True', 'KMP_INIT_AT_FORK': 'FALSE'})", 'STAT2HEADER_IMP_VERSIONS': "{'IMP_VERSION': '2.13.0', 'PMI_VERSION': '2.13.0'}", 0: 'ReplicaExchange_SwapSuccessRatio', 1: 'ReplicaExchange_MinTempFrequency', 2: 'ReplicaExchange_MaxTempFrequency', 3: 'ReplicaExchange_CurrentTemp', 4: 'score'} 
{0: '0', 1: '0', 2: '0', 3: '1.5', 4: 430180.3625701091} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 757.640590048489} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 771.9922440416155} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 769.0306103473984} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 774.624449803659} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 759.6489332477018} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 760.5585275821225} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 773.3008481181803} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 765.221193711247} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 764.3744093934017} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 762.870125260284} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 762.9842797227209} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 765.4309789634269} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 762.8999328240692} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 760.744607020112} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 760.1811181064529} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 768.0452963338787} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 770.3574075306271} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 755.8929568499645} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 759.4668973774649} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 759.7780316783542} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 763.3810237584563} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 770.877422481446} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 775.3474144975326} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 754.3746898697884} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 755.1208005658436} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 763.8687915278592} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 771.5519350807002} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 751.976152544074} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 758.42751421801} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 767.661806673841} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 746.6025398368539} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 760.9455880553381} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 756.146612576692} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 763.698803838555} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 766.5673891497618} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 776.5298638151922} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 775.6432471810563} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 753.8082820759663} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 768.1985111383106} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 774.6154023975428} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 784.2387418138088} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 764.0097144975568} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 751.3886680440539} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 763.0985166427242} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 750.6469634006155} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 765.8442617238015} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 758.9054345784405} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 759.8231325018536} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 750.7736469828918} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 753.5806210053827} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 760.5866958316944} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 770.7975533087647} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 770.966160104195} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 760.3278046211245} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 753.5792165938299} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 756.6632385114215} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 756.1145222461898} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 743.2677319475712} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 784.6165744233824} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 778.4287706788264} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 793.4302946291372} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 808.4967304210695} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 805.1216054784171} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 786.8123919031868} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 768.8426611047348} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 775.5688856459649} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 763.6200076833551} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 751.4262745659018} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 757.7131780348025} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 769.7154926770077} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 757.1972456652106} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 783.5129055021041} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 791.3433008839243} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 771.3237977734683} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 774.9129506037839} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 764.6003422551476} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 769.2395965114968} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 765.9219350890364} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 767.8785559876686} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 778.9199620228559} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 764.3065646808559} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 743.9217522075827} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 752.871940438213} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 754.3537711969846} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 763.3496177132165} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 757.228895262084} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 750.1250924591665} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 753.4220259850525} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 752.617701822193} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 737.9740317716509} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 742.2178428340627} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 740.6029581066323} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 752.219485442841} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 746.0688202384749} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 742.0830291990558} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 750.5850937976487} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 746.607569885465} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 741.2221130165813} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 739.1653339809641} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 739.9571824253724} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 744.6427458508924} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 739.4406125914782} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 740.0706587127719} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 748.8799979921724} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 748.4951022377566} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 742.2111229563686} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 761.9673085160631} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 745.3567227484068} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 747.7453989677548} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 744.7688521232193} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 746.6126391537409} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 749.5498768633739} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 741.7019571268} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 741.5276819240753} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 742.1327020374384} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 740.2081075643327} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 746.2913600686927} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 748.801655270559} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 746.714834760422} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 750.3319733302321} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 748.8217288215468} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 747.1325892131763} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 745.6501255761536} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 741.2283033212335} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 734.4884149255133} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 744.3336291955392} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 741.7877643711369} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 747.7770609139714} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 752.1236981038696} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 740.9782654500893} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 749.1690830594982} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 739.0074509249525} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 749.4242902492961} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 744.7439415422408} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 752.7426768631182} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 736.652051266346} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 757.7623345045242} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 758.0977402682302} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 774.9514537240102} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 742.9208286071656} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 755.0858325742835} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 756.7105060649665} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 748.1171914865965} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 752.487279711223} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 753.0210429662195} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 754.3535647593815} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 752.7447418178676} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 753.7382746083138} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 743.2666836660833} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 746.4195858164856} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 748.1436480251565} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 748.8096437572473} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 751.5724915860881} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 745.5228357841966} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 733.7814488739465} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 744.7636127879813} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 751.7897246491764} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 754.805153349844} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 759.9651600850925} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 746.9859967938439} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 750.8666031592043} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 751.0801371261176} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 749.4963552311742} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 739.5673763678234} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 759.0861108815204} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 754.0806175408013} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 748.2252251183598} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 737.8294132741864} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 743.4077473342503} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 737.0131664055504} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 734.5341110320513} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 736.0461271273351} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 739.1083685847848} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 749.3154169306281} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 759.4270600156008} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 754.5524119530064} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 753.1948529376841} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 767.1285118759881} 
