{'STAT2HEADER': 'STAT2HEADER', 'STAT2HEADER_ENVIRON': "environ({'SHELL': '/bin/tcsh', 'GROUP': 'sali', 'MACHTYPE': 'x86_64', 'HOSTNAME': 'flute.ucsf.edu', 'WISECONFIGDIR': '/usr/share/wise2/', 'MANPATH_modshare': ':1', 'PWD': '/home/saltzberg//projects/imp_tutorial_sampcon/imp_analysis_tutorial/rnapolii/modeling', 'LOGNAME': 'saltzberg', 'XDG_SESSION_TYPE': 'tty', 'QTLIB': '/usr/lib64/qt-3.3/lib', 'MODULESHOME': '/usr/share/Modules', 'MANPATH': '', 'IMOD_CALIB_DIR': '/usr/local/ImodCalib', 'HOME': '/home/saltzberg/', 'LANG': 'en_US.UTF-8', 'HEX_VERSION': '6d', 'LD_LIBRARY_PATH_modshare': '/usr/local/IMOD/lib:1', 'LS_COLORS': 'ex=32;1:bd=33;1:di=34;1:ln=36;1:*.tar=31;1:*.gz=31;1:*.bz=31;1:*.bz2=31;1:*.rpm=35;1:*.tif=33;1:*.tiff=33;1', 'IMOD_DIR': '/usr/local/IMOD', 'OSTYPE': 'linux', 'IMOD_JAVADIR': '/usr/local/java', 'IMOD_PLUGIN_DIR': '/usr/local/IMOD/lib/imodplug', 'SSH_CONNECTION': '64.72.110.19 49503 169.230.90.42 22', 'QTINC': '/usr/lib64/qt-3.3/include', 'FOR_DISABLE_STACK_TRACE': '1', 'PATH_modshare': '/usr/sbin:1:/usr/bin:1:/usr/lib64/qt-3.3/bin:1:/usr/local/sbin:1:/usr/share/Modules/bin:1:/usr/local/IMOD/bin:1:/usr/lib64/ccache:1:/usr/local/bin:1', 'MODULEPATH_modshare': '/salilab/diva1/home/modules-py27:1:/usr/share/Modules/modulefiles:1:/etc/modulefiles:1:/usr/share/modulefiles:1', 'XDG_SESSION_CLASS': 'user', 'SELINUX_ROLE_REQUESTED': '', 'TERM': 'xterm-256color', 'HOST': 'flute.ucsf.edu', 'IMOD_QTLIBDIR': '/usr/local/IMOD/qtlib', 'LESSOPEN': '||/usr/bin/lesspipe.sh %s', 'USER': 'saltzberg', 'SELINUX_USE_CURRENT_RANGE': '', 'SHLVL': '1', 'XDG_SESSION_ID': '6', 'R3D_LIB': '/usr/share/Raster3D/materials', 'LD_LIBRARY_PATH': '/usr/local/IMOD/lib', 'XDG_RUNTIME_DIR': '/run/user/11101', 'QTDIR': '/usr/lib64/qt-3.3', 'SSH_CLIENT': '64.72.110.19 49503 22', 'HEX_ROOT': '/usr/lib/hexdock-6.3', 'VENDOR': 'unknown', 'PATH': '/usr/lib64/qt-3.3/bin:/usr/share/Modules/bin:/usr/local/IMOD/bin:/usr/lib64/ccache:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin', 'SELINUX_LEVEL_REQUESTED': '', 'MODULEPATH': '/etc/scl/modulefiles:/salilab/diva1/home/modules-py27:/usr/share/Modules/modulefiles:/etc/modulefiles:/usr/share/modulefiles', 'DBUS_SESSION_BUS_ADDRESS': 'unix:path=/run/user/11101/bus', 'MAIL': '/var/spool/mail/saltzberg', 'SSH_TTY': '/dev/pts/0', 'HOSTTYPE': 'x86_64-linux', 'REMOTEHOST': '64.72.110.19', 'MODULES_USE_COMPAT_VERSION': '0', 'MODULES_CMD': '/usr/share/Modules/libexec/modulecmd.tcl', '_': '/home/saltzberg/swr/anaconda3/bin/python', 'KMP_DUPLICATE_LIB_OK': 'True', 'KMP_INIT_AT_FORK': 'FALSE'})", 'STAT2HEADER_IMP_VERSIONS': "{'IMP_VERSION': '2.13.0', 'PMI_VERSION': '2.13.0'}", 0: 'ReplicaExchange_SwapSuccessRatio', 1: 'ReplicaExchange_MinTempFrequency', 2: 'ReplicaExchange_MaxTempFrequency', 3: 'ReplicaExchange_CurrentTemp', 4: 'score'} 
{0: '0', 1: '0', 2: '0', 3: '1.5', 4: 538852.6063231158} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 678.3120004684258} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 682.978196327859} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 675.0015904909275} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 667.0903689310642} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 661.9470366535714} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 676.1267673097557} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 670.6247053590248} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 667.6509458697519} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 651.9184142268481} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 657.2665054824492} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 665.4860228292174} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 675.7387843842937} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 670.6381355872904} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 662.8525966540215} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 669.7091248898156} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 667.8431547151605} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 659.2768256613448} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 672.8636532365458} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 662.236728139764} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 658.5207407701312} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 667.3151951830248} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 657.4008982549168} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 657.8717855586186} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 664.6423218305273} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 657.3849802494732} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 667.7506428762731} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 684.126842415399} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 655.0176631246718} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 657.907328660284} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 655.326366837455} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 651.1076494312633} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 655.3185363302116} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 654.0911738692478} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 663.6975942630814} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 669.7815115012593} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 666.8086212495887} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 660.7643124271664} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 660.3827908190514} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 659.0916729700184} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 667.481589775064} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 667.8447721074747} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 667.8779022413801} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 679.9652947599608} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 660.9237093110099} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 662.1249373911578} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 659.8839094674727} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 650.9198364013779} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 654.0872296700321} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 657.1979307596973} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 663.5578848084895} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 661.7718968902401} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 645.8584186491321} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 644.6061876002791} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 645.7346049998937} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 646.9116528833947} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 635.2003935950708} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 633.4392942175087} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 634.8147706706752} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 658.403710529941} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 674.3280877207552} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 687.3753899156106} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 676.141138490646} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 674.470655767853} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 676.3553601407024} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 691.0348474665384} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 695.8167365388558} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 681.514083471483} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 692.3891623909917} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 691.8354665166488} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 696.7768188519124} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 682.5130229847282} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 657.4154845724294} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 652.2131824246746} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 677.1036966987247} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 673.659494766321} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 660.7828398494273} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 665.8773616208665} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 650.0502709132354} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 640.3956389168966} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 643.7563975318197} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 635.6210540435658} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 628.65806409479} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 619.7613988761138} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 637.5267408744864} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 627.5861715648613} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 632.2367616648073} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 629.9947655775422} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 630.0075073726479} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 625.9415161377708} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 616.0826024028906} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 632.4229071097462} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 630.177864226054} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 628.7463021709173} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 613.5505914833972} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 615.7269056657151} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 616.8238103719336} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 615.7912975456237} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 634.770267310821} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 627.724984187895} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 611.7680283746455} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 625.9398321261298} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 615.2553786309435} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 603.2413484233045} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 606.9781746092891} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 607.5481381081212} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 610.3025069095474} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 611.029995061363} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 612.2586203847264} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 612.5576928708441} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 617.612902869922} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 609.2617605144288} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 611.7769924986654} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 609.3592197232782} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 627.5278461180578} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 623.0004007003259} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 625.6561482618339} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 608.5028577905186} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 623.8780010402056} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 603.1387231543696} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 613.190948153861} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 625.8093905429673} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 622.9995937373149} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 612.2249917950888} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 622.428065540857} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 612.2416631913534} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 618.6629353745126} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 621.9090136066968} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 612.8577180914696} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 615.7929631502336} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 600.0199547823073} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 613.6859266273881} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 602.8250722359833} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 607.913527078921} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 610.136576586231} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 618.6258598726089} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 627.331075376592} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 621.3457883994171} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 609.5274365521552} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 625.1306508714837} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 610.4283305247712} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 624.525775644573} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 610.4927170319336} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 606.7417253453868} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 612.4937107913863} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 610.04912002668} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 605.9559499295273} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 603.1869918927298} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 605.3542349166848} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 614.6222631292692} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 606.5256106228883} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 607.2413761347757} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 612.5788016005434} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 612.5986303821926} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 611.9484385641169} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 618.9032650377253} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 608.255631255955} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 617.7267712612975} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 601.8899269887722} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 607.2809708546083} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 606.7298412424485} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 622.561551515096} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 611.0607832208161} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 618.9314750942158} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 616.631390339705} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 616.5248791222547} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 604.580115966651} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 612.2913320807224} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 604.1492719403788} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 614.7506838397323} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 617.253890550959} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 616.7697171788415} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 612.1557633959852} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 607.1107109188381} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 603.206508785589} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 618.2503559306866} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 601.2368581111059} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 610.6315510918112} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.5', 4: 607.7137317550903} 
